title,content,rating,username,positive,negative,polarity,genres
I cannot find words to describe the brilliance of this film,"In short, The Dark Knight is everything any Batfan could have dreamed of. It is the best of 2008, the best comic book film of all time, and one of the greatest action films ever made. It is carried by the titanic performances of Heath Ledger and Aaron Eckhart, and stands for more than it seems on the surface, much like its hero.To be honest, I really don't know where to begin. The film has NO flaw as far as I can see (although Bale's take on Batman's voice was noticeably more annoying here, maybe because he spent more time in the suit than he did last time). Christopher Nolan's craft and aptitude for understanding this story...the Batman archetype...is unparalleled. This is not just a comic book film. It's a story of what will happen when you leave the race of men no choice. It's a story of what will happen when desperation takes over the souls and minds of all. And lastly, it's a story of how a man's bond and love for his city affects him. This film is going to undoubtedly going to end up as my favorite film of 2008, and is the only film this year so far to receive a 10 out of 10 rating from me.I know you're all itching to see what I think of the acting, so without further ado, let's go there. Though this is a Batman film, the film is not about Batman...it's about Harvey Dent. It's about his struggle, his pain, his life...and there is no greater actor to play the part than Mr. Aaron Eckhart. An admirable performance saves the film from being too lopsided in the favor of a certain clownish psychopath. Eckhart's show is deep, riveting, and when he inevitably becomes Two Face, emotionally disturbing and destructive. Definitely the most surprising show of the film. Christian Bale's take on Batman...well, I never thought I'd say this, but he didn't actually improve on anything here. It's not in Bale's top 5 as far as performances go, and I got a bit of a wooden vibe from him occasionally. Overall, however he is good enough to the point where he isn't completely overshadowed. The next best show would be from Gary Oldman as Jim Gordon. He really is the only truly good character in the movie, and Oldman's immediate warmth and likability make his show a great one. I enjoyed brief cameos from Cillian Murphy, Bill Fichtner, and Michael Jai White, as well as the performances of Michael Caine and Morgan Freeman (although, like Bale, it's more of the same).I think I'm forgetting someone...OH YEAH! Maggie Gyllenhaal totally erased the memory of Katie Holmes from my mind. Gyllenhaal was excellent as both the fierce and dedicated ADA Rachel Dawes, and the fragile love interest of Bruce and Harvey. Great all around.I still can't help but feel as if I've forgotten something...The action in this film...well, needless to say, it's jaw dropping. Though there was less emphasis on the hand to hand fighting and more on the big bang booms, it was more than understandable because the villains are not as skilled of fighters as our dear Batman is. The film refuses to relent, and borders on horror-like territory numerous times in the film. Despite the length, I never found myself bored or wanting it to end. On the contrary, I was sort of hoping that Heath Ledger would never leave the screen.Oh...THAT'S what I forgot...Ladies and gentlemen, here's the night's entertainment. Without the titanic, terrifying, riveting, and masterful performance of Heath Ledger as The Joker, this film sinks. The film rides on the shoulders of Batman's arch-nemesis, and Ledger takes it and runs away with it. I have trouble finding words to describe how Ledger's Joker made me feel both as I was watching and after. To put it simple, and I'm not lying, Ledger had me shaking for hours after the credits rolled. His voice, his posture, his delivery, his demeanor...all of it makes for the best villainous performance since Hannibal Lecter in Silence of the Lambs, and arguably the best villainous performance of all time. Though the viewer hates The Joker with every fiber of themselves, you can't help but be in awe of the mesmerizing show put on by Mr. Ledger. You won't be able to take your eyes off of him.A battle between good and evil doesn't describe the tension between Joker and Batman...it's more like a battle of completely opposite ideals. The Joker, who reigns and revels in anarchy, and Batman, who aims for order and planned course of action. I've never seen a better realization of the relationship between these two comic book titans. However, let us not forget that this movie is more about Harvey Dent than the others, and that most of Joker's actions revolve around Dent's actions, not Batman's. In fact, Joker reminds us that Batman is actually an obstacle to get to Dent.Really, I don't know where to end this review, so I think this is a good place. The Dark Knight is everything any cinemagoer could hope for, and more than anything a Batfan could ever dream of. Though the ending will certainly be controversial amongst Batfans, I don't think it could have ended any other way. Packed with extreme action, a bajillion plot twists, and the most terrifying performance in years make for the best film of 2008, and possibly one of the best of all time. The Dark Knight is perfect film-making, and I plan on seeing it at least 3 more times before it leaves theaters.Oh, and it goes without saying that Ledger deserves an Oscar win for this film.",10.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
I love Christopher Nolan....,"Dear God I love Christopher Nolan. In his five film career, beginning with ""Memento"" he has not put a foot wrong, building a body of work which supports the assertion that he is the most talented director of his generation. With The Dark Knight he has created the best comic book film ever. Period.Dark Knight is the most perfect blend of style and substance, action and drama that I've ever seen. It's technically brilliant, with awe inspiring action sequences that must be seen to be believed. The action however, is not superfluous but feeds off the dramatic subtext of the script. Nolan explores what it is to be a hero, and the pitfalls of protecting a city that seems to be suffering because of the very existence of that so called hero.Each actor slips perfectly into their role, with honourable mention going to Aaron Eckhart who did far better than I expected as Harvey Dent. Towering above them all however is Heath Ledger. Almost 20 years ago Jack Nicholson portrayed a Joker that many felt could never be topped or re-attempted. Whilst it is unfair to compare the two, one certainty is that it will be at least that long again before any other actor can don the maniacal grin once more. True, the Joker by his very nature is bound to steal the show.....true, the Nolan brothers have scripted the Joker in a unique way, filled with memorable dialogue. Nothing however, can take away from Ledger, who's every movement, every word, every physical nuance is part of a meticulously crafted madman. This Joker ranks among the greatest of villains as he seemingly needs no motivation for his actions other than the constant thirst for chaos. The Joker is all animalistic instinct and in Batman the Joker has found a nemesis whom he enjoys being pitted against. For the Joker it is not the outcome that is important but the fight itself. His lack of fear or reverence to anything is truly terrifying.Ledger's final completed performance is perhaps the mot bittersweet piece of acting to watch as it now serves as a swansong, rather than heralding the arrival of a monumentally talented superstar. There is nothing I can say about Ledger, or the film that hasn't already been said but in there lies the film's true brilliance......I feel the need to rave about it anyway.",10.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
Who ever said becoming was better than become?,"It's an unwritten rule that in superhero movies, the sequels rarely to never live up to the standards of the original--how many of us were spellbound by THE MATRIX only to be jilted by its disastrous sequels? THE DARK KNIGHT squashes any presumptions that nothing could ever surpass the original, whose wholesome darkness, originality and excitement made it possible for comic book adaptations/blockbusters to become more than the sum of its genre. Christopher Nolan has outdone himself in every way possible.BATMAN BEGINS was about Bruce Wayne's roots and his journey to becoming Batman. Very interestingly, the emotional arc of THE DARK KNIGHT is not on Batman (though Christian Bale is still solid as both charming Bruce and his darker alter ego), but rather on Harvey Dent's (an excellent Aaron Eckhart) crusade against corruption and how own eventual dark journey that, by either chance or choice, will shape him into a hero or a villain. The love story between Dent and Rachel Dawes, who cannot wait for Bruce anymore, is also what supplies THE DARK KNIGHT with its human heart, and what makes the film's dark turns all the more poignant and suspenseful.Everything about THE DARK KNIGHT is edgier, from the music (the screeching buildup is at times unbearable) to the violence (the Joker's disappearing pencil trick will shock you). A great deal of this is indebted to Heath Ledger. If Ledger hadn't died tragically young last January, the sold-out midnight/3 am/6 am showings probably wouldn't have been as momentous, but the kudos for his performance still would've been higher than the skies. To say that his performance is majestic isn't enough--it transcends Brando and Cagney and de Niro and Malcolm McDowell's astonishing performance as Alex de Large. A film critic for Entertainment Weekly once wrote about Christian Bale in RESCUE DAWN that ""I've never seen the actor look more at home with his own taut charisma."" That praise has to be passed on to Ledger, who seems so comfortable with his madness it's truly terrifying; When I was in the crowded theater I thought, ""this must've been what it was like back in 1955, when REBEL WITHOUT A CAUSE came out, just after James Dean died."" Ledger will become a cult figure, there is no doubt. This will be his biggest hit, it is inevitable. But once you surrender yourself to his exquisite madness, you're able to forget the fact that Ledger is gone and that the ghost on-screen is the last of what will remain.The only quibble I have about THE DARK KNIGHT is the recasting of the Rachel Dawes character. Katie Holmes got a lot of unfair publicity during BATMAN BEGINS because of the media firestorm around her relationship with Tom Cruise. She even got a Razzie nomination. She is not this generation's answer to Bette Davis, and Maggie Gyllenhaal is actually the better actress of the two. But having already set up this character who is very crucial to Bruce's life, it's awkward to have another actress cast in that role. It's like trying to imagine anyone else but Ingrid Bergman falling in love with Humphrey Bogart during the Paris flashbacks of CASABLANCA. However, the role, already small and somewhat insubstantial, is a more diminished in this film than its predecessor, and it's only a minor annoyance to a practically perfect movie.This is the film we've all been waiting for, and it's the film we deserve. I hope you all take in the unforgettably exciting atmosphere of the crowded theater, and remember the greatness of Heath Ledger that is lost, but with this film, it'll never be forgotten.",7.0,Anonymous,0.9989,0.0011,0.9977,"Action, Crime, Drama"
Critic and crowd pleaser raucously uninspiring,"Back to the movie, clearly the actors are first rate and the dialog is entertaining. I particularly enjoy the incarnation of The Joker by Heath Ledger, which may bring Heath a posthumous Oscar nod; the writers give him some clever lines... like the ""you complete me"" phrase in the above quote (from Jerry MaGuire). But you know what I'm not buying? I'm not buying that this Batman flick, because of it's dark humor, is better than other comic-book-inspired movies; aside from the rare Joker line, nothing in this movie is humorous, dark or otherwise. In fact it's uncommonly depressing. I suppose Knight is similar to the later Spider Man films, in which we're to solemnly consider the deep emotional conflicts presented to a post-pubescent boy who has been given superhuman powers.My friends, these are movies (and movie advocates) that take themselves way too seriously....For my complete review of this movie and for other movie and book reviews, please visit my site TheCoffeeCoaster.com.Brian Wright Copyright 2008",4.0,Anonymous,0.0007,0.9993,-0.9985,"Action, Crime, Drama"
Go see it in an IMAX theater!,"If you haven't seen The Dark Knight yet, just go see it in an IMAX theater. This superb action thriller is worth every cent of the gigantic screen. And the crystal clear resolution of the IMAX shots is astonishing. You can see through the windows of the well lit skyscrapers! One warning though: There are certain action scenes that might appear too busy on the screen for some viewers to capture entirely; after all, it's an eight-story tall screen. But it's OK to lose a little bit of details because most likely you'll want to watch the movie again.The two 70+ legendary actors are just amazing. Michael Caine said that he had all the funny lines at the London premiere, and he's absolutely right. He adds humor and wisdom to this dark film. Morgan Freeman plays the elegant scientist so well, and his subtle facial expression seems to tell people: I know what you're thinking; I know it all.Maggie Gyllenhaal did quite well, much better than Katie Holms. But she failed to convey the struggle in choosing between 2 men. But perhaps Nolan's idea of Rachel isn't a woman with strong emotions. She is an old friend of Bruce's, best friend since childhood. She admires Bruce for what he sacrifices (his normal life) to save Gotham. But she might never have loved him. She made it clear that life with dual identity wasn't the kind she wanted Bruce to lead. She didn't commit anything to him at the end of ""The Batman Begins"" except an ambiguous promise. So maybe we have to factor this in when we judge Maggie's performance.Christian Bale, our leading man, is very convincing in portraying a hero with moral burdens. He once said that he didn't have to act Batman's rage because of the headache caused by the tight mask. I can't say that he has ""acted"" well this time because it seems to me that he didn't have to act again given his recent news. Whether that's true or not, he is the best incarnation of Bruce Wayne / Batman, and I hope Nolan will write Christian a bigger part that lives up to its name in the 3rd installment, which I'm very much looking forward to.Overall, this is a movie that I don't regret seeing 3 times in theaters. Every time I got something new out of it. If you have the patience to watch a movie over 150 minutes, TDK is definitely the best choice of this summer.""The next most anticipated film"" submitted on July 28thThe Dark Knight is a movie worth seeing at least twice. No wonder it's breaking one record after another in the box office.The first time around, you'll be thrilled as you ride the roller coaster with many unexpected turns. Director Christopher Nolan has created such a suspense atmosphere that throughout the movie, you'll keep wondering what's next and you can't help guessing but you won't guess them all as the film is full of surprises. The awe-inspiring music, the spectacular skyscrapers of both Gotham and Hong Kong, the racing and flipping of cars and trucks, and the swift switches between scenes of simultaneous events which Nolan is famous for as his intriguing way of storytelling, all and all drive your adrenaline level high and heart beating fast; it leaves you little space to fully appreciate the wonderful acting of every actor. Except, of course, you'll be immediately overwhelmed by Heath Ledger's unprecedented and unsurpassable performance as the Joker. His portrayal will leave a long lasting impression in every viewer, fan of his or not.That's why you should see it again. This time, with the storyline in mind, you can relax while watching and you'll find that literally EVERY major actor, Christian Bale, Gary Oldman, Aaron Eckhart, Michael Caine, Morgan Freeman, and Maggie Gyllenhaal has done a superb job playing his / her character. Even those who play smaller roles deliver. Maybe the baleheads will find Christian not being seen enough in his titular movie, and that's probably the only small disappointment in this film for them. The real disappointment, and pity, in reality, is the death of Heath. Toward the end of the movie, you'll already start expecting the 3rd installment in which the 2 uncompromising enemies continue their entangled fight. But that's difficult to fulfill now because finding a replacement to play the Joker for the late actor is almost impossible (I personally think it's impossible, but let's give many talented young actors out there the benefit of the doubt). Whoever dares take this challenge is admirable and will be under tons of pressure trying to meet such a high benchmark, let alone exceeding it.The huge success of the film deserves celebrations, but hopefully it won't become a burden for Nolan and Bale and thus delay the next sequel, which will be the next most anticipated film. Setting high standards for themselves, they won't settle for something that doesn't surpass the Dark Knight. The long waiting process begins.Edited on August 4thTo answer Mr. Alex Billington's question whether TDK will beat Titanic, I think it's possible. This movie is my only one to see in theaters twice. And I've been invited to see the IMAX version by the friend who accompanied me to see it the second time. At first she questioned why I needed to see it twice, but now she's more fascinated than me. TDK has altered my personal movie-viewing habit and set the record as the only film that I believe I'll ever see 3 times in theaters. With the lackluster performance of the third Mummy, and no other major blockbusters opening this weekend, TDK may keep its reign for 4 weekends in a row. Even if TDK doesn't outsell Titanic in the box office, I predict it will on DVD.",,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
The Dark Knight,"I had high hopes and anticipations foremost to Heath Ledgers performance which was highly spoken of everywhere. I saw the movie once, but I was so busy analyzing every move he did and every sequence of the movie that I didn't get the chance to relax and enjoy the masterpiece of the year. Now, I did see the movie once more and I was truly captured by its magnificence. Heath Ledger was an incredible actor, and it is tragic that all though after this fabulous performance, this is almost the last we will see of his great talent. Can't wait to see him in Terry Gilliams ""The Imaginarium of Doctor Parnassus""! ""The Dark Knight"" is fantastic and I loved it.Excuse any English grammar mistakes!",10.0,Anonymous,0.9989,0.0011,0.9977,"Action, Crime, Drama"
Holy Crap it was amazing.,"Well me and some friends went to see the dark night. As we left the theater I left in silents. I thought and thought was this a good movie? Normally I can pick up every flaw a movie has and can easily predict what happens. But while watching this movie every time i thought i knew what would happen bam! total flip. Something unexpected would happen. So far this year the movies I watched i could have just watched the previews and could have easily said I have seen the movie. But with the dark night So much happens that watching the previews is not even close to what the movie is. The movie exceeded my expectations. Words can't come close to the awesomeness of this movie. It has it all Unexpected twists, Comedy, Drama, Insanity, Action, Romance. This is not like any Batman you will ever see. They say wants you reach the top the only thing you can do is go down. Not true with This Batman movie. With only 9 movies now made I believe Chirstopher Nolan is already up their with Tim Burton, Jonathan Demme, F.W. Murnau, Charles Chaplin (the little tramp), Ron Howard, and many more great directors.",9.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
Oscar for Heath Ledger,"One of the Best Performances I have ever seen. He has acted with such originality leaving behind all other performances in the movie. Specially the sequence where he blows the hospital.I must admit before watching that movie I was very hesitant to go to theater, however, during and after I saw it there was only one thing in my mind, It was worth while.Christian Bale and Morgen Freeman are so mature actors, one doesn't need any words to describe there acting level.Overall the film is nice and action and stunt sequences are great. Hats down for the Cast and Crew of the Film.",10.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
Best Picture of the Year,"I saw this film on opening day, expecting an average movie, i was actually blown away by the acting performance that was presented by Heath Ledger, i was susprised, i was never a batman fan until i saw this movie, It had a very dark tone and i must say that it was probably very close to acheiveing an R-rating, I personally do not recommend this to children under the age of 10, I think it would scare little kids to death, I must say since his movie was unbelievably great, it deserves the best picture of the year this summer, it was that great, if you haven't already seen this movie, definitely see it, its one of the only movies that are worth seeing this summer, it definitely deserves a 10/10",10.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
I have no words but I will write a lot anyway!,"What can I say about The Dark Knight?Star #1 goes to Christian Bale for his appearance as Batman. Everything I ever thought of when I thought of Batman, Christian Bale brings to the table. He's cunning, a brilliant fighter, compassionate, yet conflicted, dark, lonely, and self righteous. While his almost beast-like voice grew a little tiresome, I felt like it fit nonetheless. I could go on forever about Christian Bale. He's the reason I went to see it in the first place (and by that I mean his hotness). But we're moving on . . .Star #2 goes to Aaron Eckhart as Harvey Dent. Eckhart completely surpassed my expectations for him. His portrayal was subtle but it was all we needed. We're shown immediately in the trailer that Dent is technically 'the hero' yet he just as messed up as everyone else in this film. His transformation during the film is quite believable and we all know that character transformations can go very wrong(anyone remember Spiderman Three?) I give Eckhart a mental high five for bringing depth to the cardboard comic book character.Stars #3 and 4 go to Christopher and Jonathan Nolan. I don't think I even need to go on. The cinematography was fabulous. The dialogue was incredible. The characters were deep and the actors didn't even have to do much work. Despite amazing performances from the whole cast, they would be nowhere in this film without the Nolans. I can't wait to see what they do next.Star #5 goes to Morgan Freeman. We've known he's a man for some time now but he emphasizes that fact in this film. No, he's not in it much but when he is, he steals the scene. Even Lucius Fox is complicated and almost dark in this film. After all, he is a liar and an accomplice to Batman's law breaking in the name of justice. I applaud him for so subtly bringing so much to the table.Star #6 goes to Michael Cain who has been Alfred well, forever. He was endearing and brought some much needed comic relief and lightness to this film. Cain was simply adorable and you could almost see the tight bond between him and Bruce Wayne. In other words, he simply made me smile.Star #7 goes to Gary Oldman as Detective Gordon. I didn't expect what he delivered. He too is conflicted about lying to his entire department about Batman, especially Harvey Dent. His friendship with Batman is so screwy, its borderline Holmes/Watson. Although . . . I'm not sure who would be who. Oldman's character is warm, gentle, and caring yet weary, exasperated, and troubled. I give him a mental high five as well for reminding us that most police officers are good people.Star #8 goes to the idea that the Nolans put out. They challenged all ideas of civilized society today without offending most anyone. The theme of the Dark Knight reminds us that once you remove society's rules, we are all just trying to survive and we will do anything to stay alive. You all know what scene I'm referring to and if you haven't seen it, you will know what scene I'm referring to. I left the theatre and immediately wanted to watch it again because I knew I missed a lot.And Star #9 goes to the great late Heath Ledger for his beautiful interpretation as the Joker. I'm not just saying he was amazing because he's dead. He reminded me of why people are afraid of clowns and he does it with a permanent sadistic smile. He challenges Batman and pushes him far past his limits while cynically proclaiming that they are exactly the same. Ledger caused me to wonder if everyone would be like the Joker once society's rules were gone. He also conflicted me throughout the whole film. Was I the only one who had to keep reminding themselves that Batman is the good guy? The reason I did not give it a ten is because yes, it was a very long movie and I think it could have been cut down. I also don't understand the purpose of Maggie Gyllenhaal. Who is Rachael? We don't know and I never cared to find out.I also never give anything a ten because nothing and no one is perfect but this film is pretty close . . .",9.0,Anonymous,0.9989,0.0011,0.9978,"Action, Crime, Drama"
The Dark Knight is an instant classic,"""Where do we..begin?""I knew the movie would have been good...but wow!! It's better than what I could've ever imagined. Enough superlatives can't be used to describe how wonderful a cinematic experience this was. Christopher Nolan is taking over. While I wouldn't expect him to release movies to this level every time, once he continues with anything even close(as his portfolio is still small), then he'll become a legendary director. From the beginning, you're locked on to everything the movie has to offer. The mood is just dark and exactly how Batman should be portrayed....as in Batman Begins. I don't even know if I can watch the 1989 Batman now. Seems so...bland in comparison. Sorry Tim Burton, Michael Keaton and Jack Nicholson but my goodness...The Dark Knight is a masterpiece. Despite all the hype, which usually spoils some movies as you expect too much, this is worth all the hype and more. I think Christian Bale is a superb actor and is cast very well due to his cool, calm and collective demeanor BUT Heath Ledger stole the show hands down. He had the mannerisms exact and he was a psychotic twist to what we've seen as the joker in the past. How did he do the voice? Just superb!! The acting was wonderful thanks to excellent casting, the music heard throughout just set the tone. The action scenes were well done, and the stunts were cool, especially the ones seen with his 'new' vehicle. The dialogue was excellent. Very well written. Everything is tied in nicely from beginning to end. It gets 10 out of 10 in my books. I have a Batman Begins poster in my room. Looks like it will be replaced. The Dark Knight is an instant classic!!""Let's put a smile on that face!""",10.0,Anonymous,0.9989,0.0011,0.9979,"Action, Crime, Drama"
"If this is as great as everyone tells me, why do so many people agree with my criticisms!","Gotham is cleaning its act up, Batman is a successful crime fighting Legend, Jim Gordon is moving up the ranks and Harvey Dent is a tour-de-force for the city as its high flying District Attorney. Nothing can go wrong, can it? Well that it is except for a lunatic criminal called the Joker decides to bring chaos to Gotham, Batman is faced with a criminal who will stop at nothing to make a point and is seemingly always one step ahead of the Dark Knight, will he cross the line and kill to stop the madman and make Gotham safe, and will Bruce Wayne get to hang up his cape and get the happiness he deserves.After Batman Begins the scene was set for a bigger and better film to follow and after hearing all the hype I felt that this film could not fail ...I was very wrong. There are a number of issues that I had with the film that I have yet to hear a good defence for. The great films may not be liked by everyone for bizarre reasons but their criticisms are usually swept aside by the faithful. There are far too many errors in this film for it to pass such tests. I will address them one at a time, as one by one these spoilt the film for me.The first is that the film drags and drags and drags. Around the time of Batman's big decision of who he gets to save seems to be the perfect time to end it, on an Empire style ending, instead it goes on and on and we have about thirty to forty minutes extra to wrap everything up that the film simply doesn't need. End it with suspense, leave me on a high, but if I'm looking at my watch you've failed.Two, the performance of Heath Ledger is not all that. Yes, he is dead and this is sad, but the Joker we get in this film is sadly not the Joker of ""The Killing Joke"" or the Joker of ""The Dark Knight"", sadly it is somewhere in-between and this version is very mish-mashy, added to that the make-up changes from scene to scene when the jokers skin is supposed to be white all the time, also the make-up should make him look like he's smiling, DO YOU GET IT WRITERS, HE IS CALLED THE JOKER. Did he laugh that often in the film, I think not, he hardly smiled at all either, what's that for? For me, the big star turn in the film is by Aaron Eckhart who is magnificent as Harvey Dent and seems to steal every scene that he is in. Eckhart cranks the film up and makes it his own, and this is what increases the rating as it does.The action sequences that are so gripping in the first film are sadly lacking here as the editing to make it a lower rating and get more bums on seats have cut the films strongest feature to shreds.The last thing that really trashes the film for me is the end sequence with the Joker's final trap, as there is little explanation of how he has done this, are we expected to believe that the Joker is magic as that is what it feels like the director is saying. I'm all for big surprises but this was just too unbelievable, and I'm saying that about a film that has a man dressing up as a giant bat! Many of the people I have spoken to claim to love the film yet so few have any defence of the errors I speak of here, many of them Jump in and agree, and sometimes even add to the list, which annoys me for two reasons, because it will mean that more rubbish will get churned out that is supposed to be good and also because people's standards by accepting sub-standard films as good are lowering and we should always, as viewers, expect more, and pace, performance, writing and even make-up should all be first rate when $170 million dollars have been spent.Maybe many people feel that because there is so much hype for a film, and so much critical acclaim that they must be wrong for not liking it, when the truth is that the people who don't like it all that much are the ones who are right and those that just suck up to the critics view are very wrong. Thankfully I have been here before and faced exactly the same backlash 14 years ago for saying I didn't enjoy ""Jurassic Park"" which had similar levels of hype and got similar levels of public favour at the time of release. I find it interesting that it is now so very far down the rankings as, upon release, it was supposed to be the best film ever, according to the critics.No film could get a reaction like this on these boards without some element of over-reaction, and in this case it's to Ledger's death, the best time to judge this film will be in a year's time when the hype has died down, and for those who can admit they made a mistake to rethink their over-hyped ratings.Disappointing.",4.0,Anonymous,0.0005,0.9995,-0.999,"Action, Crime, Drama"
Not Exactly Citizen Kane,"The Dark Knight is a very good movie, and a very entertaining one. It's a film that leaves you feeling totally satisfied. But later, when you actually *think* about it, you may begin to wonder what you've actually seen.To be sure, the film has a number of major strengths. The sense of gritty realism is probably it's greatest asset. This is the superhero as a real-world phenomenon. The Batman of The Dark Knight is no more fantastic than, say, the James Bond of Casino Royale. (There's just one entirely needless bit of sci-fi - the whole thing with the cell-phone 'sonar' imaging. The film would be stronger without it.) Heath Ledger's performance is another big plus... though we shouldn't forget that Ledger is abetted by some very strong writing. It's a crowd-pleasing *part*, and we should be careful to spread the credit to all involved. I think Aaron Eckhart deserves mention as well; he's both likable and credible as the real square-jawed hero of the film.On the other hand, the film has some sizable (though not crippling) flaws.For starters, the story is relentlessly linear. In fact, there's barely a story at all. Nutjob Joker seeks to destroy crusading District Attorney Harvey Dent. That's about it. (Batman himself is almost incidental... which is not a bad thing.) Characterization is thin, to say the least. The Joker offers some hints at a back-story, but it's vague, self-contradictory and very, very limited. All the other roles are easily summed up in a single phrase. We've forgotten by now just why Bruce Wayne is so dedicated to fighting crime; it's taken for granted. And we never get much of a clue as to what makes Dent so fearlessly committed. Other characters simply go where the storyline demands. All this gives the film a breathless, streamlined velocity. But we need to admit that it ain't exactly Shakespeare... nor even Stan Lee.Scenically, the film is certainly impressive... especially if you see it in IMAX. (Although the constant shifts between IMAX and regular widescreen are a bit distracting.) One crucial visual element that really doesn't work, though, is Batman's costume. Despite an upgrade early in the film, it always seems stiff, cumbersome and unappealing. At one point, I was hauntingly reminded of Darth Vader. This Batman moves more like Iron Man than like Sam Raimi's spandex Spider-Man, or Ben Affleck's red-leather Daredevil.Finally, there's Christian Bale. He's much better here than in the dismal Batman Begins, and particularly good as the arrogant rich-boy Bruce Wayne. But he still doesn't bring much to the moderately important role of *Batman*. Physically, he gives off no feeling of strength; you never really believe he's a guy who could be punching it out with crowds of crooks every night. (Compare Daniel Craig in Casino Royale, or Matt Damon in the Bourne films; these guys have the Olympic physique a superhero would need.) When called upon to speak from behind the mask, Bale rasps unpleasantly, and his lips curl in a particularly ugly way. Admittedly, this Batman isn't intended to be *likable* (again, a good thing)... but a greater actor would have made him compellingly dark and brooding, rather than simply harsh and antisocial.All this may be nitpicking, but considering the hundreds of 10/10 ratings posted so far, I think a dose of reality is called for. The Dark Knight is an excellent film, no question... but not quite a work of diamond-like perfection. Let's appreciate it for what it is, rather than for what our enthusiasm would make it to be. Personally, I give it a solid 8/10, and reserve the perfect score for those perfect works of cinematic genius that do turn up every decade or so.",8.0,Anonymous,0.9978,0.0022,0.9956,"Action, Crime, Drama"
This Black Knight Is Indubitably A Great Film ...,"Dark as night and nearly as long, Christopher Nolan's new Batman movie feels like a beginning and something of an end. Pitched at the divide between art and industry, poetry and entertainment, it goes darker and deeper than any Hollywood movie of its comic-book kind  including ""Batman Begins,"" Mr. Nolan's 2005 pleasurably moody resurrection of the series  largely by embracing an ambivalence that at first glance might be mistaken for pessimism. But no work filled with such thrilling moments of pure cinema can be rightly branded pessimistic, even a post-heroic superhero movie like ""The Dark Knight."" So conclusion: It is a film of a crazy ambition because behind the myth of Batman and the power of a scenario of action movie hides a moral message rarely reached in cinema, a message of philosophic sublimation which sends back almost to the superman...",10.0,Anonymous,0.9989,0.0011,0.9977,"Action, Crime, Drama"
'Why so serious?' - because this movie isn't like other comic adaptations,"I watched 'Batman Begins' and gave it ten stars out of ten. I watched 'The Dark Knight' and what am I supposed to do now? I can't add any stars to the rating system... This movie is breath-taking, brilliant, absorbing... just add all the other positive adjectives that come to your mind! A good two and a half hours of excellent film-making in which every second is placed as perfectly as it can be! The cast: awesome! Bale, Ledger, Caine, Freeman, Eckhart, Oldman, Gyllenhaal... The plot: superb! Not just an ordinary action-movie with endless sequences of explosions, brawls and shootings but thoughtful moments of incredibly fast events taking turns with subtle, extremely sinister situations, so perfectly combined that you are in serious danger of forgetting to breathe... The atmosphere is as dark as the title forebodes and you can virtually feel the terror the Joker spreads in Gotham City - by the way: the Joker is probably the best villain in a movie I have ever seen in my life and I take my hat before Mr. Ledger and thank him for having us left such a bombastic piece of acting as his legacy! Back to the movie: breathe out in the moments of (nonetheless)captivating silence, think about what happened - because the movie wants you to and that's what adds to his special status - and be prepared for the next wonderful sequence to come; the film is full of it and it has earned my personal 'Movie of the Year'-Award! I seriously doubt anything better can happen to the audience this year... and maybe next... and maybe... ;) 10+x/10",10.0,Anonymous,0.9989,0.0011,0.9979,"Action, Crime, Drama"
Very dark and sad.,"I just got back from an advance IMAX screening of The Dark Knight down here in Sydney, it was a full house and I was forced to sit right at the front of the theater, which is not the best for IMAX viewing ! Anyway, the film is by far the darkest superhero film I have ever seen.Heath Ledger did excellent in his chilling portrayal of The Joker, every scene he was in brought a mix of dark humor and scariness to the table. Micheal Caine, Gary Oldman & Christan Bale also did quite well.Onto the bulk of the film, I felt the movie was going great up until the hospital blew up, from that point on some very unneeded action scenes took place. The film would have been MUCH better if they just went to the final scene and cut out the boat bit.The length was also a factor, many scenes could and should have been cut.Overall, this is a dark and depressing superhero flick with some excellent performances, but it falls apart a bit in the final act. 8.5/10 I liked Begins more.",,Anonymous,0.9987,0.0013,0.9975,"Action, Crime, Drama"
