title,directors,cast,image_urls,trailer_url,where_to_watch_urls
M*A*S*H,Robert Altman,"Donald Sutherland, Elliott Gould, Tom Skerritt, Sally Kellerman, Robert Duvall, Roger Bowen, Rene Auberjonois, David Arkin, Jo Ann Pflug, Gary Burghoff, Fred Williamson, Michael Murphy, Indus Arthur, Ken Prymus, Bobby Troup",https://m.media-amazon.com/images/M/MV5BZDI0MDNiNWMtYzc5NS00MTc2LWJlMjktM2RkZTEyMzZjOTIwXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYjc1OWRiYjctZDE4Ni00YWNlLTgwZTEtOWQ0YWZkZGUwNmNlXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYjc1OWRiYjctZDE4Ni00YWNlLTgwZTEtOWQ0YWZkZGUwNmNlXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNjk0YzIxZDAtNTQ4Yy00ODg1LWFiZWYtYTRjNmY2YWYzNzYzXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDkzNDRjNmEtOWY0My00OTBjLTg3YzMtN2I5Yzc5OGY2NGU2XkEyXkFqcGc@._V1_.jpg,https://www.youtube.com/watch?v=6yqx0VrbOhI,Not found
The Dirty Dozen,Robert Aldrich,"Lee Marvin, Ernest Borgnine, Charles Bronson, Jim Brown, John Cassavetes, Richard Jaeckel, George Kennedy, Trini López, Ralph Meeker, Robert Ryan, Telly Savalas, Donald Sutherland, Clint Walker, Robert Webber, Tom Busby",https://m.media-amazon.com/images/M/MV5BNDg0ZjhiN2EtM2I3Mi00MDNlLWJiY2UtNmU0Zjg0YTQyMjg1XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDhlNDNlZGMtZDdjMC00YjRkLWI2YjQtYzA2NmQyNjRmZDE4XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BODU1NTRjMTgtZDFmZC00MWMwLTgwZTEtYTFhODBlMzE0ODU1XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTA4NjM0MzQ0NDdeQTJeQWpwZ15BbWU3MDUwMTkxMTQ@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BOTExMTg4NzUwNF5BMl5BanBnXkFtZTcwMTAxOTExNA@@._V1_.jpg,https://www.youtube.com/watch?v=ff1V6ywnWcY,https://www.amazon.com/Dirty-Dozen-Lee-Marvin/dp/B002M809JK
Windtalkers,John Woo,"Nicolas Cage, Adam Beach, Peter Stormare, Noah Emmerich, Mark Ruffalo, Brian Van Holt, Martin Henderson, Roger Willie, Frances O'Connor, Christian Slater, Jason Isaacs, William Morts, Cameron Thor, Kevin Cooney, Holmes Osborne",https://m.media-amazon.com/images/M/MV5BMzZmNzQ5YmUtMzVmYi00ODRkLTkxMGYtYmI0M2IyZTVkYTRmXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNGY5MzNlMWEtMmRhYS00ZWFmLTliZjItNzcyYjYwMjkyMmFjXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNGY5MzNlMWEtMmRhYS00ZWFmLTliZjItNzcyYjYwMjkyMmFjXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNjZmOTE4ZDktMmFjZS00MzhjLTk2MzctN2Q2Y2U0NWUzNThmXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNjZmOTE4ZDktMmFjZS00MzhjLTk2MzctN2Q2Y2U0NWUzNThmXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=KOmH0_F8_XI,https://www.amazon.com/Windtalkers-Adam-Beach/dp/B0BX1YQMKQ
Stripes,Ivan Reitman,"Bill Murray, Harold Ramis, Warren Oates, P.J. Soles, Sean Young, John Candy, John Larroquette, John Voldstad, John Diehl, Lance LeGault, Roberta Leighton, Conrad Dunn, Judge Reinhold, Antone Pagán, Glenn-Michael Jones",https://m.media-amazon.com/images/M/MV5BM2VjZDExMjctMGVjMS00MDQxLWI2NTQtODJjNjNkN2ExY2FkXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNTk0YWRmZjUtMWZlNi00ZTI3LWI0YjYtMzE1M2E1NjgxZDI1XkEyXkFqcGdeQWFuaW5vc2M@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNTk0YWRmZjUtMWZlNi00ZTI3LWI0YjYtMzE1M2E1NjgxZDI1XkEyXkFqcGdeQWFuaW5vc2M@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BN2I1ZDAwNTYtYjYwYy00NWEzLWFkMmItZmM5MmM0NTYzZjI5XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BN2I1ZDAwNTYtYjYwYy00NWEzLWFkMmItZmM5MmM0NTYzZjI5XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=sKHwEoCIYqA,"https://www.amazon.com/Stripes-Theatrical-Bill-Murray/dp/B000SP1SF8, https://www.netflix.com/am/title/1008581"
All Quiet on the Western Front,Lewis Milestone,"Louis Wolheim, Lew Ayres, John Wray, Arnold Lucy, Ben Alexander, Scott Kolk, Owen Davis Jr., Walter Rogers, William Bakewell, Russell Gleason, Richard Alexander, Harold Goodwin, Slim Summerville, G. Pat Collins, Beryl Mercer",https://m.media-amazon.com/images/M/MV5BNTc2NDE0YjEtYmY3Ni00ZDE4LWE2MzEtZWYwOGI4YTYwNjNjXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTMxZDcyZTEtZDNjNi00M2VlLTk5NmUtNjEwY2MwZGRkZjY4XkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTMxZDcyZTEtZDNjNi00M2VlLTk5NmUtNjEwY2MwZGRkZjY4XkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZDY3YWMyODEtMWQ5NS00ZjFhLTgzYTYtNjNmMmJmOTFkMGJjXkEyXkFqcGdeQWFsZWxvZw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZDY3YWMyODEtMWQ5NS00ZjFhLTgzYTYtNjNmMmJmOTFkMGJjXkEyXkFqcGdeQWFsZWxvZw@@._V1_.jpg,https://www.youtube.com/watch?v=grapXipP3fM,Not found
The Best Years of Our Lives,William Wyler,"Myrna Loy, Fredric March, Dana Andrews, Teresa Wright, Virginia Mayo, Cathy O'Donnell, Hoagy Carmichael, Harold Russell, Gladys George, Roman Bohnen, Ray Collins, Minna Gombell, Walter Baldwin, Steve Cochran, Dorothy Adams",https://m.media-amazon.com/images/M/MV5BNTgxMzUyODQtMDJmZC00ZGMyLWI3MzAtZTYwYjBjZjFmMzIxXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNzJkNDkyNjMtNThhYS00ZjQwLWExYjctMTllMGM4NGIwOGM5XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNzJkNDkyNjMtNThhYS00ZjQwLWExYjctMTllMGM4NGIwOGM5XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZTJkM2VmNWQtNjczNC00NjU4LWI0NzgtNGZhZTQ1Njc3Yjk2XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNTU3MDYwODgyNl5BMl5BanBnXkFtZTcwNTU4OTQwNw@@._V1_.jpg,https://www.youtube.com/watch?v=1yc5PugV4mk,https://www.amazon.com/Best-Years-Our-Lives/dp/B002BNV7W4
Duck Soup,Leo McCarey,"The Marx Brothers, Groucho Marx, Harpo Marx, Chico Marx, Zeppo Marx, Margaret Dumont, Raquel Torres, Louis Calhern, Edmund Breese, Leonid Kinskey, Charles Middleton, Edgar Kennedy, Wade Boteler, Sidney Bracey, E.H. Calvert",https://m.media-amazon.com/images/M/MV5BNGE5Mzg3NzMtZmI3My00ZWQwLThjYjYtOTZmZjQyNDVjMjIwXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMzI0ZTdmNzctZTliYS00ZDc4LWFiMzMtYzdjZDg3MTY5MjdjXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMzI0ZTdmNzctZTliYS00ZDc4LWFiMzMtYzdjZDg3MTY5MjdjXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BOTI3YzhhNDUtYzQ4Yy00NzIyLWEyMzItNjQyM2IwZjQ5MTQ0XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjIzNTE2MTQ2N15BMl5BanBnXkFtZTgwNTA4NTIwMjE@._V1_.jpg,https://www.youtube.com/watch?v=9CEdb0sGfaI&pp=0gcJCfcAhR29_xXO,Not found
Underground,Emir Kusturica,"Predrag 'Miki' Manojlovic, Lazar Ristovski, Mirjana Jokovic, Slavko Stimac, Ernst Stötzner, Srdjan 'Zika' Todorovic, Mirjana Karanovic, Milena Pavlovic, Danilo 'Bata' Stojkovic, Bora Todorovic, Davor Dujmovic, Nele Karajlic, Branislav Lecic, Dragan Nikolic, Erol Kadic",https://m.media-amazon.com/images/M/MV5BZGI3MGFhMTgtMDJjOC00ODU1LTlhMTQtZmYyZDQ3YWQxYjc5XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNTM4YzcxZDEtZmQ5Zi00YTUzLWEzNWYtZjVhMzNiN2M0MDhhXkEyXkFqcGdeQWxiaWFtb250._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNTM4YzcxZDEtZmQ5Zi00YTUzLWEzNWYtZjVhMzNiN2M0MDhhXkEyXkFqcGdeQWxiaWFtb250._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNjVhMDRhY2MtYThmOC00MDA0LTgwYzctYTY2MmI0ZjA5ZWJmXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTgxMjI0MzY4MV5BMl5BanBnXkFtZTcwMzYxMzQyMQ@@._V1_.jpg,https://www.youtube.com/watch?v=rYTvmLvLchs,"https://www.amazon.com/Underground-Predrag-Miki-Manojlovi%C4%87/dp/B088PHZB3L, https://www.primevideo.com/detail/Underground/0GUTQRK2BXWK0NNWAXSVZAJP47"
"Salò, or the 120 Days of Sodom",Pier Paolo Pasolini,"Paolo Bonacelli, Giorgio Cataldi, Uberto Paolo Quintavalle, Aldo Valletti, Caterina Boratto, Elsa De Giorgi, Hélène Surgère, Sonia Saviange, Sergio Fascetti, Bruno Musso, Antonio Orlando, Claudio Cicchetti, Franco Merli, Umberto Chessari, Lamberto Book",https://m.media-amazon.com/images/M/MV5BZjJlYWQyZjItNzU4OS00YTg4LThiYzQtNjYyNjhhM2VmOTE4XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYTk4ZjdkOTEtN2QyNC00ZDg1LWI3MTUtNDBmYTIwNmZhOWIyXkEyXkFqcGdeQWFsZWxvZw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYTczYWExODUtNmQ3NC00MzRhLTkwMGQtNzRjM2M5ZGQzYmVkXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYTk4ZjdkOTEtN2QyNC00ZDg1LWI3MTUtNDBmYTIwNmZhOWIyXkEyXkFqcGdeQWFsZWxvZw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYTk4ZjdkOTEtN2QyNC00ZDg1LWI3MTUtNDBmYTIwNmZhOWIyXkEyXkFqcGdeQWFsZWxvZw@@._V1_.jpg,https://www.youtube.com/watch?v=VLdO-qkY1pQ,Not found
Come and See,Elem Klimov,"Aleksey Kravchenko, Olga Mironova, Liubomiras Laucevicius, Vladas Bagdonas, Jüri Lumiste, Viktors Lorencs, Kazimir Rabetsky, Evgeniy Tilicheev, Aleksandr Berda, G. Velts, V. Vasilyev, Igor Gnevashev, Vasiliy Domrachyov, G. Yelkin, Evgeniy Kryzhanovskiy",https://m.media-amazon.com/images/M/MV5BNDlkZmVkZDAtZGFmMS00OWIzLWJkY2YtNWE5NjNhNjhiZGE3XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMzk2ZTJiYTUtYTA0My00ZTQzLWI3ZDUtYWI1OTVjNjU4OTcwXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMzk2ZTJiYTUtYTA0My00ZTQzLWI3ZDUtYWI1OTVjNjU4OTcwXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjAyMjg3MzY0MF5BMl5BanBnXkFtZTgwNDM4MTI2MTE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjIyODk0OTIzMF5BMl5BanBnXkFtZTgwNTM4MTI2MTE@._V1_.jpg,https://www.youtube.com/watch?v=UHaSQU-4wss,https://www.primevideo.com/detail/Come-and-See/0QPTU732K51QFYBDMEU1QCJCMR
The Battle of Algiers,Gillo Pontecorvo,"Brahim Hadjadj, Jean Martin, Yacef Saadi, Samia Kerbash, Ugo Paletti, Fouzia El Kader, Mohamed Ben Kassen, Si Mohamed Baghdadi, Franco Moruzzi, Tommaso Neri, Rouiched, Gene Wesson",https://m.media-amazon.com/images/M/MV5BNGJlNmRjODAtZWNjMy00YWY1LTk5ZGItZTU2NjE0NGJmMGJlXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTQxNTQwOTMzOV5BMl5BanBnXkFtZTcwMzQxOTI5Nw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTQxNTQwOTMzOV5BMl5BanBnXkFtZTcwMzQxOTI5Nw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjkwOTA5Mzg5Nl5BMl5BanBnXkFtZTgwNDg2MjUwMDI@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjkwOTA5Mzg5Nl5BMl5BanBnXkFtZTgwNDg2MjUwMDI@._V1_.jpg,https://www.youtube.com/watch?v=vhhoS3zOskE,Not found
Where Eagles Dare,Brian G. Hutton,"Richard Burton, Clint Eastwood, Mary Ure, Patrick Wymark, Michael Hordern, Donald Houston, Peter Barkworth, William Squire, Robert Beatty, Brook Williams, Neil McCarthy, Vincent Ball, Anton Diffring, Ferdy Mayne, Derren Nesbitt",https://m.media-amazon.com/images/M/MV5BNzY1YjdjM2EtOThhOS00YzUyLWFjODUtZTNjNmJmNTFjNWVmXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZmQxYjhhNzUtODEwZS00ZjgyLWE3OWEtYmZhMjc2OTAxMDU3XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZmQxYjhhNzUtODEwZS00ZjgyLWE3OWEtYmZhMjc2OTAxMDU3XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDY4NDA0NjM2NF5BMl5BanBnXkFtZTgwOTkxMTUzMjI@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTkzOTc3MDM5N15BMl5BanBnXkFtZTcwNDU1MjYyNw@@._V1_.jpg,https://www.youtube.com/watch?v=khIZwbXDF0o,Not found
Stalag 17,Billy Wilder,"William Holden, Don Taylor, Otto Preminger, Robert Strauss, Harvey Lembeck, Richard Erdman, Peter Graves, Neville Brand, Sig Ruman, Michael Moore, Peter Baldwin, Robinson Stone, Robert Shawley, William Pierson, Gil Stratton",https://m.media-amazon.com/images/M/MV5BYzY1NjQ0NjMtYWQ5Ni00Y2ZiLWE2NGUtNDMzZWVmNTk0ODhkXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BODc3Mzg5NzAyMF5BMl5BanBnXkFtZTYwOTcyODM2._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjAzMTE4MzE4OV5BMl5BanBnXkFtZTYwMDYxODQ2._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjEwNjIzMTY0N15BMl5BanBnXkFtZTYwMjYxODQ2._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTU1NTcxNTg4OF5BMl5BanBnXkFtZTYwNDYxODQ2._V1_.jpg,https://www.youtube.com/watch?v=PQh3qoGYVTg,Not found
Hart's War,Gregory Hoblit,"Bruce Willis, Colin Farrell, Terrence Howard, Cole Hauser, Marcel Iures, Linus Roache, Vicellous Shannon, Maury Sterling, Sam Jaeger, Scott Michael Campbell, Rory Cochrane, Sebastian Tillinger, Rick Ravanello, Adrian Grenier, Michael Weston",https://m.media-amazon.com/images/M/MV5BZTFhOGRhNjYtMTA3MS00MTQ0LTkwMTgtYjViYTNmYzUwOGY1XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjUxMTFjMmUtNDlhOS00NDNlLWIyYzctYzFiYThmMmRlYmE5XkEyXkFqcGdeQWRpZWdtb25n._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjUxMTFjMmUtNDlhOS00NDNlLWIyYzctYzFiYThmMmRlYmE5XkEyXkFqcGdeQWRpZWdtb25n._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYmM4MTY3MjItMzQyYy00NWY4LTk5MGMtYTc4ZjYwMTZmZDIwXkEyXkFqcGdeQWFybm8@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYmM4MTY3MjItMzQyYy00NWY4LTk5MGMtYTc4ZjYwMTZmZDIwXkEyXkFqcGdeQWFybm8@._V1_.jpg,https://www.youtube.com/watch?v=TcRuFgqFLrA,"https://www.primevideo.com/detail/Harts-War/0O71WNTZBR190PYN2FK4SQ9SVB, https://www.amazon.com/Harts-War-Gregory-Hoblit/dp/B0017L391S"
The Wind that Shakes the Barley,Ken Loach,"Cillian Murphy, Pádraic Delaney, Liam Cunningham, Orla Fitzgerald, Mary O'Riordan, Mary Murphy, Laurence Barry, Damien Kearney, Frank Bourke, Myles Horgan, Martin Lucey, Aidan O'Hare, Shane Casey, John Crean, Máirtín de Cógáin",https://m.media-amazon.com/images/M/MV5BNjA0NDhkZDMtM2E2ZS00ZjY1LTgxN2UtMjNhN2NlMGQ5ZGIxXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMWVlOTNhZmMtZGM5ZS00ZDEzLThjOGEtNDIwM2VhZGZjNGFhXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMWVlOTNhZmMtZGM5ZS00ZDEzLThjOGEtNDIwM2VhZGZjNGFhXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTQyMDk0OTk3OF5BMl5BanBnXkFtZTYwOTYxOTM3._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTUyMjAxNDc5Ml5BMl5BanBnXkFtZTYwMjcxOTM3._V1_.jpg,https://www.youtube.com/watch?v=6yvHe_ksnDA,"https://www.amazon.com/Wind-That-Shakes-Barley/dp/B0019XIRIO, https://www.primevideo.com/detail/The-Wind-That-Shakes-the-Barley/0LXP86K634BW3MWVEQ9LXTZ9DL"
Kelly's Heroes,Brian G. Hutton,"Clint Eastwood, Telly Savalas, Don Rickles, Carroll O'Connor, Donald Sutherland, Gavin MacLeod, Hal Buckley, Stuart Margolin, Jeff Morris, Richard Davalos, Perry Lopez, Tom Troupe, Harry Dean Stanton, Dick Balduzzi, Gene Collins",https://m.media-amazon.com/images/M/MV5BMmFiZTI0NzktYWQ2Zi00MjAzLThiYWQtYWU1YzQxNTliMWE2XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDUzMGNhNDQtOGQyMC00YWYyLTk1MDQtY2QyMTBmNjc3OTU5XkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDUzMGNhNDQtOGQyMC00YWYyLTk1MDQtY2QyMTBmNjc3OTU5XkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNmNlNDU1NDAtNjZmMy00MWQwLTk3OWQtNmM4Njg5MTY0NWM5XkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNmNlNDU1NDAtNjZmMy00MWQwLTk3OWQtNmM4Njg5MTY0NWM5XkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg,https://www.youtube.com/watch?v=Iby1Ni0VJxg,https://www.amazon.com/Kellys-Heroes-Clint-Eastwood/dp/B000PJF2XQ
No Man's Land,Danis Tanovic,"Branko Djuric, Rene Bitorajac, Filip Sovagovic, Georges Siatidis, Serge-Henri Valcke, Sacha Kremer, Alain Eloy, Mustafa Nadarevic, Bogdan Diklic, Simon Callow, Katrin Cartlidge, Tanja Ribic, Branko Zavrsan, Djuro Utjesanovic, Mirza Tanovic",https://m.media-amazon.com/images/M/MV5BNTY3MzY5OWQtOWE1NC00OTVmLWExZDctNzEyMjhiYTJlZTMzXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZGZkZmQ1NDctMDkxNC00NjY0LTljYmItOTdhZGVjNDEwMzcwXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZGZkZmQ1NDctMDkxNC00NjY0LTljYmItOTdhZGVjNDEwMzcwXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BOTg2NDU4NzU4MV5BMl5BanBnXkFtZTYwODg0Mjg3._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTg1OTk1MTg4MV5BMl5BanBnXkFtZTYwMDk0Mjg3._V1_.jpg,https://www.youtube.com/watch?v=Ypsnv50Af_I,https://www.primevideo.com/detail/No-Mans-Land/0FJXP6MNPOYHLPQRJTD8GG6JYW
Rules of Engagement,William Friedkin,"Tommy Lee Jones, Samuel L. Jackson, Guy Pearce, Ben Kingsley, Bruce Greenwood, Anne Archer, Blair Underwood, Philip Baker Hall, Dale Dye, Amidou, Mark Feuerstein, Richard McGonagle, Baoan Coleman, Nicky Katt, Ryan Hurst",https://m.media-amazon.com/images/M/MV5BZmZlZWNkMWItMTBmMi00ZGYyLTkzMWYtZDMyZjg1YTYzZGU0XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZjEyNDJjNWItOTk2Ni00NzE0LWJkZjctMzUyNzllMGZjOWFhXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZjEyNDJjNWItOTk2Ni00NzE0LWJkZjctMzUyNzllMGZjOWFhXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjE3MDc4NjA2NV5BMl5BanBnXkFtZTYwNDk1OTE3._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjUwNTgxMDA0Ml5BMl5BanBnXkFtZTYwNjk1OTE3._V1_.jpg,https://www.youtube.com/watch?v=4ACfE_R-SfA,https://www.primevideo.com/detail/Rules-of-Engagement/0TJN61AW5JB5U11NRIHWNA3MBO
Son of Saul,László Nemes,"Géza Röhrig, Levente Molnár, Urs Rechn, Todd Charmont, Jerzy Walczak, Gergö Farkas, Balázs Farkas, Sándor Zsótér, Marcin Czarnik, Levente Orbán, Kamil Dobrowolski, Uwe Lauer, Christian Harting, Attila Fritz, Mihály Kormos",https://m.media-amazon.com/images/M/MV5BNTMwNTI0MDktNGJiYS00ZWQ0LTgyZDgtMzU2MjkzZTkxNDBhXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjIxNzcxODQ4NF5BMl5BanBnXkFtZTgwODMwOTU3NzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjIxNzcxODQ4NF5BMl5BanBnXkFtZTgwODMwOTU3NzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjMxNzcwMDU1Nl5BMl5BanBnXkFtZTgwMDU0NzMzNzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjMxNzcwMDU1Nl5BMl5BanBnXkFtZTgwMDU0NzMzNzE@._V1_.jpg,https://www.youtube.com/watch?v=PSabBa9IWYs,https://www.netflix.com/kr-en/title/80057661
The Man Who Would Be King,John Huston,"Sean Connery, Michael Caine, Christopher Plummer, Saeed Jaffrey, Larbi Doghmi, Jack May, Karroom Ben Bouih, Mohammad Shamsi, Albert Moses, Paul Antrim, Graham Acres, The Blue Dancers of Goulamine, Shakira Caine, Nadia Atbib, Yvonne Ocampo",https://m.media-amazon.com/images/M/MV5BYTE2MGQyYWItZTQxMy00MzVjLTljZjItMWE0MjJhMzZiZTkxXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYzRjMzI0ZjAtY2UxNy00NmVjLTg2ZTMtNDZhYWViZmZjN2ZiXkEyXkFqcGdeQWRpZWdtb25n._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYzRjMzI0ZjAtY2UxNy00NmVjLTg2ZTMtNDZhYWViZmZjN2ZiXkEyXkFqcGdeQWRpZWdtb25n._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTdjMzVkZjUtNjQyNS00NmMyLTk1YWMtZjY3ZWIxZGU2MTFmXkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTdjMzVkZjUtNjQyNS00NmMyLTk1YWMtZjY3ZWIxZGU2MTFmXkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg,https://www.youtube.com/watch?v=gjAi5ER5FOU,https://www.primevideo.com/detail/The-Man-Who-Would-Be-King/0KZW2AJ79M24D06I6ZOTQ5NORC
